メッシュコード,latitude,longitude,都道府県,市区町村,測定日時,radiation
5640_4760_90,37.724228,140.875750,福島県,南相馬市,2016-09-21 09:40,1.9E-01
5640_2288_20,37.568714,140.351140,福島県,安達郡大玉村,2016-09-21 09:40,1.3E-01
5540_7540_31,37.286660,140.626530,福島県,田村郡小野町,2016-09-21 09:40,7.1E-02
5640_0489_75,37.406155,140.619800,福島県,田村市,2016-09-21 09:40,7.0E-02
5540_6415_15,37.176310,140.569200,福島県,石川郡平田村,2016-09-21 09:42,9.4E-02
5540_6405_67,37.172330,140.571520,福島県,石川郡平田村,2016-09-21 09:42,9.4E-02
5540_6404_25,37.168613,140.556670,福島県,石川郡平田村,2016-09-21 09:42,9.4E-02
5540_5494_64,37.163956,140.556230,福島県,石川郡平田村,2016-09-21 09:43,9.7E-02
5540_5493_89,37.165360,140.549300,福島県,石川郡平田村,2016-09-21 09:43,1.1E-01
5640_7427_68,37.938770,140.597660,宮城県,白石市,2016-09-21 09:44,1.3E-01
5640_6425_23,37.852287,140.566680,福島県,伊達市,2016-09-21 09:44,1.7E-01
5740_0597_95,38.082770,140.719200,宮城県,柴田郡村田町,2016-09-21 09:46,5.7E-02
5540_7530_82,37.282127,140.627900,福島県,田村郡小野町,2016-09-21 09:46,1.1E-01
5640_4770_02,37.725662,140.877820,福島県,南相馬市,2016-09-21 09:47,2.1E-01
5640_2384_59,37.571280,140.437420,福島県,二本松市,2016-09-21 09:47,1.9E-01
5640_1520_61,37.438335,140.627120,福島県,田村市,2016-09-21 09:48,1.0E-01
5640_2296_89,37.581932,140.336350,福島県,安達郡大玉村,2016-09-21 09:48,1.9E-01
5640_6415_14,37.843270,140.567670,福島県,伊達市,2016-09-21 09:52,2.8E-01
5540_5444_28,37.118380,140.561170,福島県,石川郡古殿町,2016-09-21 09:52,9.0E-02
5640_7438_72,37.947857,140.602940,宮城県,白石市,2016-09-21 09:53,1.6E-01
5640_2395_31,37.577637,140.439220,福島県,二本松市,2016-09-21 09:54,6.2E-01
5540_7520_35,37.269590,140.632160,福島県,田村郡小野町,2016-09-21 09:54,1.3E-01
5640_4750_88,37.715492,140.885540,福島県,南相馬市,2016-09-21 09:55,1.4E-01
5740_1506_15,38.084400,140.707140,宮城県,柴田郡村田町,2016-09-21 09:57,7.3E-02
5540_5463_64,37.138990,140.542620,福島県,石川郡古殿町,2016-09-21 09:58,9.9E-02
5640_0499_11,37.409534,140.614150,福島県,田村市,2016-09-21 09:58,1.1E-01
5640_7437_89,37.949158,140.599870,宮城県,白石市,2016-09-21 09:59,2.0E-01
5540_7510_73,37.264336,140.629750,福島県,田村郡小野町,2016-09-21 09:59,1.1E-01
5540_5453_66,37.130093,140.545150,福島県,石川郡古殿町,2016-09-21 09:59,1.1E-01
5640_1521_54,37.437683,140.643600,福島県,田村市,2016-09-21 10:01,9.8E-02
5640_4761_85,37.723600,140.893770,福島県,南相馬市,2016-09-21 10:03,2.4E-01
5540_5472_58,37.146465,140.535630,福島県,石川郡古殿町,2016-09-21 10:03,1.2E-01
5740_0596_41,38.079163,140.701640,宮城県,柴田郡村田町,2016-09-21 10:04,7.3E-02
5540_7511_42,37.262287,140.641080,福島県,田村郡小野町,2016-09-21 10:04,9.9E-02
5540_5454_61,37.130150,140.551680,福島県,石川郡古殿町,2016-09-21 10:04,9.0E-02
5640_7447_29,37.951760,140.599080,宮城県,白石市,2016-09-21 10:07,1.6E-01
5640_2515_39,37.511270,140.699340,福島県,双葉郡葛尾村,2016-09-21 10:07,2.3E-01
5640_2514_55,37.512730,140.681320,福島県,田村市,2016-09-21 10:08,3.6E-01
5540_5462_72,37.139484,140.527900,福島県,石川郡古殿町,2016-09-21 10:08,1.3E-01
5640_4771_24,37.726780,140.893330,福島県,南相馬市,2016-09-21 10:09,2.2E-01
5540_7521_42,37.270336,140.640320,福島県,田村郡小野町,2016-09-21 10:10,9.7E-02
5640_1511_81,37.431810,140.639800,福島県,田村市,2016-09-21 10:11,9.8E-02
5740_0595_98,38.083107,140.697630,宮城県,柴田郡村田町,2016-09-21 10:11,5.9E-02
5640_2393_28,37.577300,140.422620,福島県,二本松市,2016-09-21 10:11,1.5E-01
5640_2516_24,37.510204,140.706220,福島県,双葉郡葛尾村,2016-09-21 10:11,2.7E-01
5640_2265_84,37.557440,140.317890,福島県,安達郡大玉村,2016-09-21 10:12,1.3E-01
5640_0498_57,37.412502,140.609990,福島県,田村市,2016-09-21 10:12,8.0E-02
5540_5473_81,37.149050,140.539020,福島県,石川郡石川町,2016-09-21 10:14,1.1E-01
5740_1505_13,38.084286,140.691940,宮城県,柴田郡村田町,2016-09-21 10:15,6.4E-02
5540_7522_55,37.271214,140.656940,福島県,田村郡小野町,2016-09-21 10:17,1.0E-01
5640_4781_25,37.735428,140.893950,福島県,南相馬市,2016-09-21 10:18,2.3E-01
5640_2506_78,37.506130,140.710480,福島県,双葉郡葛尾村,2016-09-21 10:18,2.5E-01
5640_2524_33,37.519930,140.679530,福島県,田村市,2016-09-21 10:18,2.5E-01
5540_5483_76,37.156643,140.545700,福島県,石川郡古殿町,2016-09-21 10:18,1.1E-01
5640_2523_84,37.524014,140.667860,福島県,田村市,2016-09-21 10:19,2.0E-01
5640_2533_17,37.526463,140.672200,福島県,田村市,2016-09-21 10:19,2.2E-01
5640_2517_22,37.510094,140.715070,福島県,双葉郡葛尾村,2016-09-21 10:21,1.9E-01
5540_6403_08,37.167440,140.548110,福島県,石川郡平田村,2016-09-21 10:24,1.1E-01
5640_1510_45,37.429165,140.631500,福島県,田村市,2016-09-21 10:25,1.0E-01
5740_0587_06,38.067040,140.720030,宮城県,柴田郡大河原町,2016-09-21 10:25,7.9E-02
5640_2507_88,37.507460,140.722560,福島県,双葉郡葛尾村,2016-09-21 10:25,2.6E-01
5640_0488_39,37.403137,140.612460,福島県,田村市,2016-09-21 10:25,1.1E-01
5540_6425_21,37.185345,140.564990,福島県,石川郡平田村,2016-09-21 10:25,8.0E-02
5540_6424_48,37.187393,140.560350,福島県,石川郡平田村,2016-09-21 10:25,9.2E-02
5540_6414_95,37.182804,140.556810,福島県,石川郡平田村,2016-09-21 10:25,1.0E-01
5540_7512_30,37.261448,140.651120,福島県,田村郡小野町,2016-09-21 10:26,9.7E-02
5540_5492_77,37.164600,140.533900,福島県,石川郡平田村,2016-09-21 10:26,9.0E-02
5640_2394_35,37.578293,140.432420,福島県,二本松市,2016-09-21 10:27,5.0E-01
5640_3304_15,37.584476,140.431370,福島県,二本松市,2016-09-21 10:30,2.3E-01
5640_2277_38,37.561012,140.348680,福島県,安達郡大玉村,2016-09-21 10:30,1.1E-01
5640_2508_63,37.505363,140.729680,福島県,双葉郡葛尾村,2016-09-21 10:30,3.7E-01
5540_5484_59,37.154644,140.561700,福島県,石川郡古殿町,2016-09-21 10:30,9.5E-02
5640_4772_75,37.731430,140.907230,福島県,南相馬市,2016-09-21 10:31,3.1E-01
5640_1419_15,37.426410,140.619960,福島県,田村市,2016-09-21 10:35,1.5E-01
5540_7502_92,37.257862,140.652560,福島県,田村郡小野町,2016-09-21 10:35,8.4E-02
5540_5475_51,37.146187,140.564600,福島県,石川郡古殿町,2016-09-21 10:38,9.5E-02
5640_0479_71,37.398064,140.614930,福島県,田村市,2016-09-21 10:38,1.2E-01
5640_2518_24,37.510216,140.731080,福島県,双葉郡葛尾村,2016-09-21 10:39,2.2E-01
5740_0579_60,38.063663,140.738430,宮城県,柴田郡大河原町,2016-09-21 10:40,8.1E-02
5640_1409_48,37.420742,140.623690,福島県,田村市,2016-09-21 10:41,1.2E-01
5640_4783_22,37.735294,140.915820,福島県,南相馬市,2016-09-21 10:41,2.0E-01
5640_3304_50,37.587543,140.425130,福島県,二本松市,2016-09-21 10:41,1.2E-01
5540_6402_18,37.168262,140.535810,福島県,石川郡平田村,2016-09-21 10:43,8.7E-02
5640_2509_54,37.504864,140.742690,福島県,双葉郡葛尾村,2016-09-21 10:44,2.9E-01
5540_7501_68,37.255737,140.648510,福島県,田村郡小野町,2016-09-21 10:44,1.4E-01
5540_6412_65,37.180050,140.532100,福島県,石川郡平田村,2016-09-21 10:44,9.9E-02
5540_6403_81,37.173930,140.539110,福島県,石川郡平田村,2016-09-21 10:44,8.5E-02
5640_7487_48,37.986702,140.598600,宮城県,白石市,2016-09-21 10:47,1.3E-01
5740_0578_87,38.065770,140.734920,宮城県,柴田郡大河原町,2016-09-21 10:48,9.2E-02
5640_1500_62,37.422325,140.628570,福島県,田村市,2016-09-21 10:49,1.4E-01
5640_3314_12,37.592728,140.428390,福島県,二本松市,2016-09-21 10:50,1.3E-01
5640_1599_79,37.497585,140.749880,福島県,双葉郡葛尾村,2016-09-21 10:50,5.9E-01
5640_5313_03,37.758420,140.417190,福島県,福島市,2016-09-21 10:51,1.0E-01
5640_4773_07,37.725533,140.922090,福島県,南相馬市,2016-09-21 10:51,2.0E-01
5740_0589_10,38.067520,140.738400,宮城県,柴田郡大河原町,2016-09-21 10:53,7.3E-02
5540_6479_62,37.230380,140.615070,福島県,田村郡小野町,2016-09-21 10:54,1.2E-01
5640_0570_00,37.391930,140.625560,福島県,田村市,2016-09-21 10:55,9.4E-02
5640_2600_07,37.500030,140.759830,福島県,双葉郡葛尾村,2016-09-21 10:56,3.5E-01
5540_5464_43,37.137177,140.554000,福島県,石川郡古殿町,2016-09-21 10:56,8.6E-02
5540_5465_71,37.139614,140.563980,福島県,石川郡古殿町,2016-09-21 10:57,1.1E-01
5640_4763_98,37.724724,140.922650,福島県,南相馬市,2016-09-21 10:58,1.3E-01
5640_1690_88,37.498680,140.760270,福島県,双葉郡葛尾村,2016-09-21 10:59,5.1E-01
5540_5474_91,37.149250,140.552110,福島県,石川郡古殿町,2016-09-21 11:00,1.1E-01
5640_7478_60,37.980190,140.600370,宮城県,白石市,2016-09-21 11:01,8.0E-02
5640_5312_17,37.759552,140.409640,福島県,福島市,2016-09-21 11:01,9.6E-02
5640_1371_66,37.480125,140.395540,福島県,郡山市,2016-09-21 11:01,1.4E-01
5740_0588_58,38.071510,140.736160,宮城県,柴田郡村田町,2016-09-21 11:04,9.0E-02
5640_4764_83,37.723526,140.929230,福島県,南相馬市,2016-09-21 11:05,7.9E-02
5640_3305_27,37.585690,140.446530,福島県,二本松市,2016-09-21 11:05,2.5E-01
5640_1691_81,37.498367,140.763750,福島県,双葉郡葛尾村,2016-09-21 11:06,3.0E-01
5640_1372_40,37.478466,140.400220,福島県,郡山市,2016-09-21 11:10,1.5E-01
5640_1501_44,37.420055,140.642500,福島県,田村市,2016-09-21 11:11,8.9E-02
5640_5311_16,37.759335,140.396240,福島県,福島市,2016-09-21 11:12,1.7E-01
5640_4774_04,37.725586,140.930530,福島県,南相馬市,2016-09-21 11:12,9.5E-02
5740_0598_46,38.078968,140.733690,宮城県,柴田郡村田町,2016-09-21 11:15,7.5E-02
5640_2396_94,37.583110,140.455900,福島県,二本松市,2016-09-21 11:15,1.8E-01
5640_7478_99,37.982690,140.611560,宮城県,白石市,2016-09-21 11:17,8.4E-02
5540_6421_08,37.183945,140.522950,福島県,石川郡平田村,2016-09-21 11:18,1.1E-01
5540_6411_45,37.178890,140.519010,福島県,石川郡平田村,2016-09-21 11:18,8.0E-02
5540_6422_46,37.187305,140.533650,福島県,石川郡平田村,2016-09-21 11:19,8.7E-02
5640_0469_78,37.389810,140.623520,福島県,田村市,2016-09-21 11:20,7.4E-02
5640_1502_17,37.417763,140.659790,福島県,田村市,2016-09-21 11:23,9.6E-02
5740_0599_26,38.077260,140.745820,宮城県,柴田郡村田町,2016-09-21 11:23,7.0E-02
5640_1360_99,37.474297,140.387450,福島県,郡山市,2016-09-21 11:23,1.1E-01
5640_7469_92,37.974243,140.615600,宮城県,白石市,2016-09-21 11:26,1.3E-01
5540_6476_72,37.231113,140.578460,福島県,石川郡平田村,2016-09-21 11:26,1.3E-01
5540_5477_77,37.147740,140.597460,福島県,石川郡古殿町,2016-09-21 11:26,9.7E-02
5740_1509_52,38.087917,140.741120,宮城県,柴田郡村田町,2016-09-21 11:29,8.1E-02
5640_1361_72,37.473038,140.390180,福島県,郡山市,2016-09-21 11:31,3.2E-01
5540_5478_38,37.144558,140.610000,福島県,石川郡古殿町,2016-09-21 11:32,1.1E-01
5740_1508_89,38.090490,140.736270,宮城県,柴田郡村田町,2016-09-21 11:34,7.9E-02
5640_2386_57,37.571228,140.459610,福島県,二本松市,2016-09-21 11:34,2.8E-01
5640_7468_66,37.972046,140.607900,宮城県,白石市,2016-09-21 11:36,1.3E-01
5740_1518_67,38.097385,140.734090,宮城県,柴田郡村田町,2016-09-21 11:39,7.3E-02
5640_1362_36,37.469870,140.408260,福島県,郡山市,2016-09-21 11:40,2.1E-01
5540_5479_85,37.148712,140.618940,福島県,石川郡古殿町,2016-09-21 11:41,1.0E-01
5540_6478_57,37.229767,140.609880,福島県,田村郡小野町,2016-09-21 11:42,1.1E-01
5540_6477_75,37.231323,140.593750,福島県,石川郡平田村,2016-09-21 11:42,8.6E-02
5640_2387_23,37.568745,140.466670,福島県,二本松市,2016-09-21 11:43,1.6E-01
5640_5255_49,37.795708,140.324740,福島県,福島市,2016-09-21 11:45,1.2E-01
5641_4080_63,37.738506,141.004850,福島県,相馬市,2016-09-21 11:45,1.1E-01
5740_1528_54,38.104275,140.730380,宮城県,柴田郡村田町,2016-09-21 11:46,7.3E-02
5640_1351_35,37.461575,140.394780,福島県,郡山市,2016-09-21 11:46,3.9E-01
5640_0560_61,37.388973,140.626280,福島県,田村市,2016-09-21 11:47,1.0E-01
5640_7459_60,37.963543,140.612560,宮城県,白石市,2016-09-21 11:49,9.3E-02
5641_4090_22,37.744034,141.003590,福島県,相馬市,2016-09-21 11:49,1.6E-01
5540_5489_03,37.150063,140.616650,福島県,石川郡古殿町,2016-09-21 11:50,1.2E-01
5540_5487_27,37.151855,140.596480,福島県,石川郡古殿町,2016-09-21 11:50,1.1E-01
5640_1352_29,37.460472,140.412020,福島県,郡山市,2016-09-21 11:51,2.1E-01
5740_1538_03,38.108630,140.729690,宮城県,柴田郡村田町,2016-09-21 11:52,5.3E-02
5640_7458_28,37.960106,140.611100,宮城県,白石市,2016-09-21 11:55,7.8E-02
5640_0593_75,37.414670,140.668800,福島県,田村市,2016-09-21 11:56,1.1E-01
5640_1503_45,37.420563,140.669280,福島県,田村市,2016-09-21 11:57,9.4E-02
5640_2461_91,37.557750,140.513750,福島県,二本松市,2016-09-21 11:57,1.7E-01
5640_1342_25,37.452305,140.407200,福島県,郡山市,2016-09-21 11:57,4.1E-01
5540_5468_87,37.140553,140.608950,福島県,石川郡古殿町,2016-09-21 11:57,9.7E-02
5640_7448_67,37.955257,140.609560,宮城県,白石市,2016-09-21 12:02,9.1E-02
5740_1547_18,38.117786,140.722750,宮城県,柴田郡村田町,2016-09-21 12:03,5.9E-02
5640_1332_33,37.444730,140.404360,福島県,郡山市,2016-09-21 12:03,3.2E-01
5640_0592_62,37.414040,140.652940,福島県,田村市,2016-09-21 12:04,8.9E-02
5640_2462_57,37.554573,140.534420,福島県,二本松市,2016-09-21 12:05,7.9E-01
5540_5467_77,37.139275,140.597320,福島県,石川郡古殿町,2016-09-21 12:06,1.3E-01
5640_1333_15,37.442970,140.419660,福島県,郡山市,2016-09-21 12:08,2.8E-01
5640_0561_10,37.384537,140.638470,福島県,田村市,2016-09-21 12:09,1.1E-01
5740_1537_98,38.116150,140.722670,宮城県,柴田郡村田町,2016-09-21 12:11,6.2E-02
5540_5466_59,37.137640,140.587050,福島県,石川郡古殿町,2016-09-21 12:11,9.9E-02
5640_0582_57,37.404575,140.658810,福島県,田村市,2016-09-21 12:12,9.4E-02
5640_7449_55,37.954685,140.619930,宮城県,白石市,2016-09-21 12:12,1.3E-01
5640_2453_53,37.546093,140.542250,福島県,二本松市,2016-09-21 12:13,4.4E-01
5640_1322_19,37.434322,140.412190,福島県,郡山市,2016-09-21 12:15,2.9E-01
5740_1548_01,38.116882,140.726730,宮城県,柴田郡村田町,2016-09-21 12:18,5.1E-02
5640_7439_81,37.948480,140.613850,宮城県,白石市,2016-09-21 12:19,1.7E-01
5640_0573_45,37.395370,140.669680,福島県,田村市,2016-09-21 12:21,9.6E-02
5640_1323_84,37.440360,140.417700,福島県,郡山市,2016-09-21 12:22,2.9E-01
5640_2452_74,37.547590,140.530210,福島県,二本松市,2016-09-21 12:24,6.1E-01
5640_0459_17,37.376484,140.622270,福島県,田村市,2016-09-21 12:24,9.8E-02
5640_1312_45,37.428516,140.407040,福島県,郡山市,2016-09-21 12:31,1.3E-01
5640_2442_49,37.537220,140.537080,福島県,二本松市,2016-09-21 12:35,2.8E-01
5640_0449_88,37.373460,140.622530,福島県,田村市,2016-09-21 12:38,1.0E-01
5640_2443_12,37.534866,140.541050,福島県,二本松市,2016-09-21 12:40,2.8E-01
5640_1301_42,37.420140,140.390670,福島県,郡山市,2016-09-21 12:45,9.5E-02
5640_2444_16,37.534737,140.557650,福島県,二本松市,2016-09-21 12:47,1.7E-01
5640_0540_43,37.370777,140.628900,福島県,田村市,2016-09-21 12:52,1.1E-01
5640_2445_00,37.533752,140.563350,福島県,二本松市,2016-09-21 12:54,2.8E-01
5640_1302_06,37.416794,140.408050,福島県,郡山市,2016-09-21 12:56,1.1E-01
5640_0563_04,37.383890,140.667720,福島県,田村市,2016-09-21 12:58,9.2E-02
5640_0562_82,37.390010,140.653520,福島県,田村市,2016-09-21 12:59,1.0E-01
5640_0572_40,37.395550,140.651100,福島県,田村市,2016-09-21 13:00,8.7E-02
5640_0571_65,37.396880,140.644520,福島県,田村市,2016-09-21 13:01,1.1E-01
5640_0553_64,37.380814,140.668240,福島県,田村市,2016-09-21 13:06,6.9E-02
5640_0554_31,37.377575,140.676330,福島県,田村市,2016-09-21 13:14,9.6E-02
5640_4799_99,37.749393,140.999620,福島県,相馬市,2016-09-21 13:15,1.4E-01
5640_0544_52,37.371593,140.678160,福島県,田村市,2016-09-21 13:19,1.2E-01
5640_0540_98,37.374985,140.636220,福島県,田村市,2016-09-21 13:21,1.0E-01
5640_2454_19,37.543247,140.561970,福島県,二本松市,2016-09-21 13:24,3.4E-01
5641_5000_01,37.750080,141.002370,福島県,相馬市,2016-09-21 13:27,1.8E-01
5540_6467_29,37.218494,140.599320,福島県,石川郡平田村,2016-09-21 13:31,9.7E-02
5540_6458_55,37.212936,140.606640,福島県,石川郡平田村,2016-09-21 13:32,1.3E-01
5640_5709_82,37.757362,140.991150,福島県,相馬市,2016-09-21 13:36,1.7E-01
5640_0551_13,37.376648,140.642350,福島県,田村市,2016-09-21 13:40,7.0E-02
5640_2471_01,37.558910,140.514390,福島県,二本松市,2016-09-21 13:42,2.3E-01
5640_5719_33,37.760963,140.991930,福島県,相馬市,2016-09-21 13:47,9.5E-02
5640_0524_75,37.356620,140.681470,福島県,田村市,2016-09-21 13:48,1.2E-01
5640_0534_12,37.359413,140.678560,福島県,田村市,2016-09-21 13:51,8.7E-02
5640_6497_83,37.915047,140.592300,宮城県,白石市,2016-09-21 14:00,1.1E-01
5640_0542_72,37.372536,140.653490,福島県,田村市,2016-09-21 14:00,1.1E-01
5640_6498_93,37.915910,140.603960,宮城県,白石市,2016-09-21 14:09,1.7E-01
5640_0541_63,37.371777,140.641920,福島県,田村市,2016-09-21 14:13,1.1E-01
5640_7407_58,37.921337,140.597990,宮城県,白石市,2016-09-21 14:20,1.0E-01
5540_6442_42,37.204124,140.528240,福島県,石川郡平田村,2016-09-21 14:20,1.0E-01
5540_6433_37,37.194680,140.547100,福島県,石川郡平田村,2016-09-21 14:20,8.2E-02
5540_6423_83,37.190132,140.541870,福島県,石川郡平田村,2016-09-21 14:20,9.7E-02
5540_6432_88,37.198643,140.535110,福島県,石川郡平田村,2016-09-21 14:21,9.7E-02
5540_6441_88,37.207157,140.522670,福島県,石川郡平田村,2016-09-21 14:22,1.1E-01
5540_6430_11,37.192608,140.501390,福島県,石川郡平田村,2016-09-21 14:22,9.0E-02
5540_6420_36,37.186337,140.508030,福島県,石川郡平田村,2016-09-21 14:22,1.0E-01
5540_6431_26,37.193860,140.521030,福島県,石川郡平田村,2016-09-21 14:23,1.1E-01
5640_7408_71,37.922684,140.602360,宮城県,白石市,2016-09-21 14:28,2.2E-01
5640_5608_04,37.750607,140.855590,福島県,相馬市,2016-09-21 14:30,2.7E-01
5640_5609_30,37.752550,140.863600,福島県,相馬市,2016-09-21 14:31,2.7E-01
5640_0531_37,37.360930,140.646820,福島県,田村市,2016-09-21 14:32,7.0E-02
5640_7409_44,37.920498,140.617700,宮城県,白石市,2016-09-21 14:36,2.2E-01
5640_7419_90,37.932636,140.613250,宮城県,白石市,2016-09-21 14:46,1.4E-01
5640_0522_59,37.354927,140.661510,福島県,田村市,2016-09-21 14:48,8.2E-02
5640_7429_70,37.939950,140.612700,宮城県,白石市,2016-09-21 14:55,1.4E-01
5540_6440_28,37.202236,140.510640,福島県,石川郡平田村,2016-09-21 15:01,1.1E-01
5540_6349_37,37.202526,140.496340,福島県,石川郡玉川村,2016-09-21 15:02,1.2E-01
5540_6339_50,37.196620,140.488530,福島県,石川郡玉川村,2016-09-21 15:02,1.3E-01
5640_0521_38,37.353080,140.648390,福島県,田村市,2016-09-21 15:10,7.0E-02
5640_0511_74,37.348280,140.643600,福島県,田村市,2016-09-21 15:26,9.8E-02
5640_0510_95,37.349655,140.631580,福島県,田村市,2016-09-21 15:43,1.2E-01
5640_7467_99,37.974890,140.599080,宮城県,白石市,2016-09-21 15:51,8.4E-02
5640_0520_39,37.352978,140.636430,福島県,田村市,2016-09-21 15:53,9.6E-02
5640_6496_38,37.911503,140.586170,宮城県,白石市,2016-09-21 16:07,1.3E-01
5640_0512_33,37.344433,140.654650,福島県,田村市,2016-09-21 16:09,8.6E-02
5540_5405_71,37.089962,140.564590,福島県,石川郡古殿町,2016-09-23 09:02,7.8E-02
5540_0565_14,36.718193,140.692900,茨城県,高萩市,2016-09-23 09:06,8.4E-02
5540_0576_27,36.727352,140.709440,茨城県,高萩市,2016-09-23 09:07,9.0E-02
5540_5415_52,37.096620,140.565200,福島県,石川郡古殿町,2016-09-23 09:08,7.6E-02
5540_0557_22,36.710600,140.715360,茨城県,高萩市,2016-09-23 09:09,1.0E-01
5640_7572_08,37.975560,140.660480,宮城県,白石市,2016-09-23 09:12,1.5E-01
5540_5425_92,37.108166,140.565750,福島県,石川郡古殿町,2016-09-23 09:12,1.2E-01
5540_0555_74,36.714916,140.693420,茨城県,高萩市,2016-09-23 09:12,7.4E-02
5740_0650_81,38.048447,140.751680,宮城県,柴田郡柴田町,2016-09-23 09:13,1.0E-01
5640_7563_72,37.972668,140.666180,宮城県,白石市,2016-09-23 09:17,1.4E-01
5640_1521_59,37.437527,140.649980,福島県,田村市,2016-09-23 09:21,1.2E-01
5640_1321_10,37.434330,140.388180,福島県,郡山市,2016-09-23 09:22,1.5E-01
5740_0660_69,38.055042,140.761500,宮城県,柴田郡柴田町,2016-09-23 09:25,9.5E-02
5640_7555_91,37.966053,140.689160,宮城県,伊具郡丸森町,2016-09-23 09:28,1.4E-01
5640_1311_30,37.428333,140.387790,福島県,郡山市,2016-09-23 09:29,1.9E-01
5640_5566_31,37.802887,140.702180,福島県,相馬市,2016-09-23 09:32,3.3E-01
5640_5565_18,37.801487,140.698300,福島県,相馬市,2016-09-23 09:32,3.6E-01
5540_5447_72,37.122880,140.590240,福島県,石川郡古殿町,2016-09-23 09:32,8.8E-02
5540_0556_56,36.712532,140.707920,茨城県,高萩市,2016-09-23 09:32,9.6E-02
5540_6338_37,37.194700,140.484270,福島県,石川郡石川町,2016-09-23 09:32,1.1E-01
5540_6328_42,37.187378,140.478560,福島県,石川郡石川町,2016-09-23 09:33,6.5E-02
5640_7546_63,37.955513,140.704330,宮城県,伊具郡丸森町,2016-09-23 09:34,1.3E-01
5640_1544_22,37.451980,140.678000,福島県,田村市,2016-09-23 09:35,1.3E-01
5640_5556_62,37.797436,140.703600,福島県,相馬市,2016-09-23 09:38,1.8E-01
5540_5446_88,37.123817,140.585540,福島県,石川郡古殿町,2016-09-23 09:41,7.8E-02
5740_0661_72,38.056267,140.765720,宮城県,柴田郡柴田町,2016-09-23 09:42,1.0E-01
5640_7545_82,37.956936,140.690120,宮城県,伊具郡丸森町,2016-09-23 09:42,9.1E-02
5540_6318_33,37.177982,140.479300,福島県,石川郡石川町,2016-09-23 09:43,8.5E-02
5640_5555_49,37.795555,140.699000,福島県,相馬市,2016-09-23 09:44,4.4E-01
5640_7544_68,37.955090,140.686230,宮城県,伊具郡丸森町,2016-09-23 09:46,1.4E-01
5540_5457_10,37.126568,140.588040,福島県,石川郡古殿町,2016-09-23 09:46,1.1E-01
5540_5456_23,37.127365,140.578900,福島県,石川郡古殿町,2016-09-23 09:49,1.1E-01
5540_5436_22,37.110104,140.578250,福島県,石川郡古殿町,2016-09-23 09:50,1.1E-01
5640_5546_79,37.789196,140.711940,福島県,相馬市,2016-09-23 09:51,2.3E-01
5540_5437_54,37.112580,140.593600,福島県,石川郡古殿町,2016-09-23 09:52,1.3E-01
5540_5435_37,37.111230,140.572190,福島県,石川郡古殿町,2016-09-23 09:53,9.9E-02
5640_7554_86,37.965794,140.682720,宮城県,白石市,2016-09-23 09:54,9.1E-02
5740_0671_19,38.059330,140.773850,宮城県,柴田郡柴田町,2016-09-23 09:55,7.9E-02
5640_5547_54,37.787680,140.718140,福島県,相馬市,2016-09-23 09:56,1.8E-01
5540_0577_43,36.728687,140.717090,茨城県,高萩市,2016-09-23 09:56,8.0E-02
5640_7553_15,37.959370,140.669970,宮城県,白石市,2016-09-23 09:59,1.4E-01
5740_0662_83,38.056904,140.778760,宮城県,柴田郡柴田町,2016-09-23 10:00,8.4E-02
5640_5537_51,37.779938,140.714340,福島県,相馬市,2016-09-23 10:03,3.2E-01
5640_7543_76,37.956480,140.670610,宮城県,白石市,2016-09-23 10:04,2.2E-01
5740_0673_43,38.062454,140.791890,宮城県,柴田郡柴田町,2016-09-23 10:08,7.3E-02
5540_5427_45,37.103474,140.594420,福島県,石川郡古殿町,2016-09-23 10:08,1.1E-01
5540_6317_52,37.179295,140.465420,福島県,石川郡石川町,2016-09-23 10:09,7.7E-02
5540_6307_93,37.174790,140.466930,福島県,石川郡石川町,2016-09-23 10:09,9.2E-02
5540_5426_64,37.105650,140.580890,福島県,石川郡古殿町,2016-09-23 10:10,1.2E-01
5640_5536_73,37.781220,140.703750,福島県,相馬市,2016-09-23 10:11,5.0E-01
5540_0558_90,36.716522,140.725480,茨城県,高萩市,2016-09-23 10:11,7.4E-02
5640_7562_44,37.970825,140.655140,宮城県,白石市,2016-09-23 10:12,1.2E-01
5640_7552_65,37.963642,140.657300,宮城県,白石市,2016-09-23 10:18,1.3E-01
5640_5535_88,37.782364,140.698120,福島県,相馬市,2016-09-23 10:18,2.0E-01
5540_5407_98,37.091530,140.598020,福島県,石川郡古殿町,2016-09-23 10:18,1.2E-01
5740_0663_63,38.055134,140.792180,宮城県,柴田郡柴田町,2016-09-23 10:22,7.3E-02
5640_5545_09,37.783920,140.699740,福島県,相馬市,2016-09-23 10:23,3.9E-01
5640_0381_07,37.400833,140.396470,福島県,郡山市,2016-09-23 10:24,1.4E-01
5640_0372_03,37.391870,140.404130,福島県,郡山市,2016-09-23 10:24,7.8E-02
5640_0362_95,37.391582,140.406650,福島県,郡山市,2016-09-23 10:24,9.2E-02
5640_7542_62,37.955550,140.652530,宮城県,白石市,2016-09-23 10:25,1.9E-01
5540_5428_33,37.103150,140.604930,福島県,石川郡古殿町,2016-09-23 10:28,1.3E-01
5540_0568_81,36.724160,140.727140,茨城県,高萩市,2016-09-23 10:28,1.0E-01
5640_5544_29,37.785217,140.686980,福島県,相馬市,2016-09-23 10:29,4.6E-01
